"fact_impact_sk","time_sk","zone_sk","mode_sk","weather_sk","event_sk","energie_kwh","co2_kg","pm25","no2","aqi_index","nb_accidents","nb_graves","nb_mortels","usagers_vulnerables","volume_crimes","taux_criminalite","bak_co2_kg","bak_nb_mortels","bak_volume_crimes","bak_aqi_index","bak_taux_criminalite","bak_pm25","bak_no2","bak_zone_sk","bak_mode_sk","bak_event_sk"
"1114","1417","7","3","106609","20","48.8667","2.443","14.76","35.3567","23.138","0","0","0","0","28","0.848","2.443","0","28","23.138","0.848","14.76","35.3567","7","3","20"
"1115","1417","7","3","141673","20","48.8667","2.443","14.76","35.3567","23.138","0","0","0","0","28","0.848","2.443","0","28","23.138","0.848","14.76","35.3567","7","3","20"
"1116","1417","7","3","176737","20","48.8667","2.443","14.76","35.3567","23.138","0","0","0","0","28","0.848","2.443","0","28","23.138","0.848","14.76","35.3567","7","3","20"
"1117","1417","7","3","211801","20","48.8667","2.443","14.76","35.3567","23.138","0","0","0","0","28","0.848","2.443","0","28","23.138","0.848","14.76","35.3567","7","3","20"
"1118","1417","7","3","246865","20","48.8667","2.443","14.76","35.3567","23.138","0","0","0","0","28","0.848","2.443","0","28","23.138","0.848","14.76","35.3567","7","3","20"
"1119","1417","7","3","281929","20","48.8667","2.443","14.76","35.3567","23.138","0","0","0","0","28","0.848","2.443","0","28","23.138","0.848","14.76","35.3567","7","3","20"
"1120","1417","7","3","316993","20","48.8667","2.443","14.76","35.3567","23.138","0","0","0","0","28","0.848","2.443","0","28","23.138","0.848","14.76","35.3567","7","3","20"
"1121","1417","7","5","1417","20","56.913","2.846","14.76","35.3567","23.138","0","0","0","0","28","0.848","2.846","0","28","23.138","0.848","14.76","35.3567","7","5","20"
"1122","1417","7","5","36481","20","56.913","2.846","14.76","35.3567","23.138","0","0","0","0","28","0.848","2.846","0","28","23.138","0.848","14.76","35.3567","7","5","20"
"1123","1417","7","5","71545","20","56.913","2.846","14.76","35.3567","23.138","0","0","0","0","28","0.848","2.846","0","28","23.138","0.848","14.76","35.3567","7","5","20"
"1124","1417","7","5","106609","20","56.913","2.846","14.76","35.3567","23.138","0","0","0","0","28","0.848","2.846","0","28","23.138","0.848","14.76","35.3567","7","5","20"
"1125","1417","7","5","141673","20","56.913","2.846","14.76","35.3567","23.138","0","0","0","0","28","0.848","2.846","0","28","23.138","0.848","14.76","35.3567","7","5","20"
"1126","1417","7","5","176737","20","56.913","2.846","14.76","35.3567","23.138","0","0","0","0","28","0.848","2.846","0","28","23.138","0.848","14.76","35.3567","7","5","20"
"1127","1417","7","5","211801","20","56.913","2.846","14.76","35.3567","23.138","0","0","0","0","28","0.848","2.846","0","28","23.138","0.848","14.76","35.3567","7","5","20"
"1128","1417","7","5","246865","20","56.913","2.846","14.76","35.3567","23.138","0","0","0","0","28","0.848","2.846","0","28","23.138","0.848","14.76","35.3567","7","5","20"
"1129","1417","7","5","281929","20","56.913","2.846","14.76","35.3567","23.138","0","0","0","0","28","0.848","2.846","0","28","23.138","0.848","14.76","35.3567","7","5","20"
"1130","1417","7","5","316993","20","56.913","2.846","14.76","35.3567","23.138","0","0","0","0","28","0.848","2.846","0","28","23.138","0.848","14.76","35.3567","7","5","20"
"1131","1417","8","2","1417","20","134.979","361.743","6.15","40.7","23.66","0","0","0","0","29","1.036","361.743","0","29",NULL,"1.036","6.15","40.7","8","2","20"
"1132","1417","8","2","36481","20","134.979","361.743","6.15","40.7","23.66","0","0","0","0","29","1.036","361.743","0","29",NULL,"1.036","6.15","40.7","8","2","20"
"1133","1417","8","2","71545","20","134.979","361.743","6.15","40.7","23.66","0","0","0","0","29","1.036","361.743","0","29",NULL,"1.036","6.15","40.7","8","2","20"
"1134","1417","8","2","106609","20","134.979","361.743","6.15","40.7","23.66","0","0","0","0","29","1.036","361.743","0","29",NULL,"1.036","6.15","40.7","8","2","20"
"1135","1417","8","2","141673","20","134.979","361.743","6.15","40.7","23.66","0","0","0","0","29","1.036","361.743","0","29",NULL,"1.036","6.15","40.7","8","2","20"
"1136","1417","8","2","176737","20","134.979","361.743","6.15","40.7","23.66","0","0","0","0","29","1.036","361.743","0","29",NULL,"1.036","6.15","40.7","8","2","20"
"1137","1417","8","2","211801","20","134.979","361.743","6.15","40.7","23.66","0","0","0","0","29","1.036","361.743","0","29",NULL,"1.036","6.15","40.7","8","2","20"
"1138","1417","8","2","246865","20","134.979","361.743","6.15","40.7","23.66","0","0","0","0","29","1.036","361.743","0","29",NULL,"1.036","6.15","40.7","8","2","20"
"1139","1417","8","2","281929","20","134.979","361.743","6.15","40.7","23.66","0","0","0","0","29","1.036","361.743","0","29",NULL,"1.036","6.15","40.7","8","2","20"
"1140","1417","8","2","316993","20","134.979","361.743","6.15","40.7","23.66","0","0","0","0","29","1.036","361.743","0","29",NULL,"1.036","6.15","40.7","8","2","20"
"1141","1417","8","6","1417","20","14.808","0.74","6.15","40.7","23.66","0","0","0","0","29","1.036","0.74","0","29",NULL,"1.036","6.15","40.7","8","0","20"
"1142","1417","8","6","36481","20","14.808","0.74","6.15","40.7","23.66","0","0","0","0","29","1.036","0.74","0","29",NULL,"1.036","6.15","40.7","8","0","20"
"1143","1417","8","6","71545","20","14.808","0.74","6.15","40.7","23.66","0","0","0","0","29","1.036","0.74","0","29",NULL,"1.036","6.15","40.7","8","0","20"
"1144","1417","8","6","106609","20","14.808","0.74","6.15","40.7","23.66","0","0","0","0","29","1.036","0.74","0","29",NULL,"1.036","6.15","40.7","8","0","20"
"1145","1417","8","6","141673","20","14.808","0.74","6.15","40.7","23.66","0","0","0","0","29","1.036","0.74","0","29",NULL,"1.036","6.15","40.7","8","0","20"
"1146","1417","8","6","176737","20","14.808","0.74","6.15","40.7","23.66","0","0","0","0","29","1.036","0.74","0","29",NULL,"1.036","6.15","40.7","8","0","20"
"1147","1417","8","6","211801","20","14.808","0.74","6.15","40.7","23.66","0","0","0","0","29","1.036","0.74","0","29",NULL,"1.036","6.15","40.7","8","0","20"
"1148","1417","8","6","246865","20","14.808","0.74","6.15","40.7","23.66","0","0","0","0","29","1.036","0.74","0","29",NULL,"1.036","6.15","40.7","8","0","20"
"1149","1417","8","6","281929","20","14.808","0.74","6.15","40.7","23.66","0","0","0","0","29","1.036","0.74","0","29",NULL,"1.036","6.15","40.7","8","0","20"
"1150","1417","8","6","316993","20","14.808","0.74","6.15","40.7","23.66","0","0","0","0","29","1.036","0.74","0","29",NULL,"1.036","6.15","40.7","8","0","20"
"1151","1417","8","3","1417","20","70.484","3.524","6.15","40.7","23.66","0","0","0","0","29","1.036","3.524","0","29",NULL,"1.036","6.15","40.7","8","3","20"
"1152","1417","8","3","36481","20","70.484","3.524","6.15","40.7","23.66","0","0","0","0","29","1.036","3.524","0","29",NULL,"1.036","6.15","40.7","8","3","20"
"1153","1417","8","3","71545","20","70.484","3.524","6.15","40.7","23.66","0","0","0","0","29","1.036","3.524","0","29",NULL,"1.036","6.15","40.7","8","3","20"
"1154","1417","8","3","106609","20","70.484","3.524","6.15","40.7","23.66","0","0","0","0","29","1.036","3.524","0","29",NULL,"1.036","6.15","40.7","8","3","20"
"1155","1417","8","3","141673","20","70.484","3.524","6.15","40.7","23.66","0","0","0","0","29","1.036","3.524","0","29",NULL,"1.036","6.15","40.7","8","3","20"
"1156","1417","8","3","176737","20","70.484","3.524","6.15","40.7","23.66","0","0","0","0","29","1.036","3.524","0","29",NULL,"1.036","6.15","40.7","8","3","20"
"1157","1417","8","3","211801","20","70.484","3.524","6.15","40.7","23.66","0","0","0","0","29","1.036","3.524","0","29",NULL,"1.036","6.15","40.7","8","3","20"
"1158","1417","8","3","246865","20","70.484","3.524","6.15","40.7","23.66","0","0","0","0","29","1.036","3.524","0","29",NULL,"1.036","6.15","40.7","8","3","20"
"1159","1417","8","3","281929","20","70.484","3.524","6.15","40.7","23.66","0","0","0","0","29","1.036","3.524","0","29",NULL,"1.036","6.15","40.7","8","3","20"
"1160","1417","8","3","316993","20","70.484","3.524","6.15","40.7","23.66","0","0","0","0","29","1.036","3.524","0","29",NULL,"1.036","6.15","40.7","8","3","20"
"1161","1417","8","5","1417","20","60.438","3.0221","6.15","40.7","23.66","0","0","0","0","29","1.036","0","0","29",NULL,"1.036","6.15","40.7","8","5","20"
"1162","1417","8","5","36481","20","60.438","3.0221","6.15","40.7","23.66","0","0","0","0","29","1.036","0","0","29",NULL,"1.036","6.15","40.7","8","5","20"
"1163","1417","8","5","71545","20","60.438","3.0221","6.15","40.7","23.66","0","0","0","0","29","1.036","0","0","29",NULL,"1.036","6.15","40.7","8","5","20"
"1164","1417","8","5","106609","20","60.438","3.0221","6.15","40.7","23.66","0","0","0","0","29","1.036","0","0","29",NULL,"1.036","6.15","40.7","8","5","20"
"1165","1417","8","5","141673","20","60.438","3.0221","6.15","40.7","23.66","0","0","0","0","29","1.036","0","0","29",NULL,"1.036","6.15","40.7","8","5","20"
"1166","1417","8","5","176737","20","60.438","3.0221","6.15","40.7","23.66","0","0","0","0","29","1.036","0","0","29",NULL,"1.036","6.15","40.7","8","5","20"
"1167","1417","8","5","211801","20","60.438","3.0221","6.15","40.7","23.66","0","0","0","0","29","1.036","0","0","29",NULL,"1.036","6.15","40.7","8","5","20"
"1168","1417","8","5","246865","20","60.438","3.0221","6.15","40.7","23.66","0","0","0","0","29","1.036","0","0","29",NULL,"1.036","6.15","40.7","8","5","20"
"1169","1417","8","5","281929","20","60.438","3.0221","6.15","40.7","23.66","0","0","0","0","29","1.036","0","0","29",NULL,"1.036","6.15","40.7","8","5","20"
"1170","1417","8","5","316993","20","60.438","3.0221","6.15","40.7","23.66","0","0","0","0","29","1.036","0","0","29",NULL,"1.036","6.15","40.7","8","5","20"
"1171","1417","9","2","1417","20","116.807","313.043","12.3","38.9833","23.66","0","0","0","0","25","0.714","313.043","0","25",NULL,"0.714","12.3",NULL,"9","2","20"
"1172","1417","9","2","36481","20","116.807","313.043","12.3","38.9833","23.66","0","0","0","0","25","0.714","313.043","0","25",NULL,"0.714","12.3",NULL,"9","2","20"
"1173","1417","9","2","71545","20","116.807","313.043","12.3","38.9833","23.66","0","0","0","0","25","0.714","313.043","0","25",NULL,"0.714","12.3",NULL,"9","2","20"
"1174","1417","9","2","106609","20","116.807","313.043","12.3","38.9833","23.66","0","0","0","0","25","0.714","313.043","0","25",NULL,"0.714","12.3",NULL,"9","2","20"
"1175","1417","9","2","141673","20","116.807","313.043","12.3","38.9833","23.66","0","0","0","0","25","0.714","313.043","0","25",NULL,"0.714","12.3",NULL,"9","2","20"
"1176","1417","9","2","176737","20","116.807","313.043","12.3","38.9833","23.66","0","0","0","0","25","0.714","313.043","0","25",NULL,"0.714","12.3",NULL,"9","2","20"
"1177","1417","9","2","211801","20","116.807","313.043","12.3","38.9833","23.66","0","0","0","0","25","0.714","313.043","0","25",NULL,"0.714","12.3",NULL,"9","2","20"
"1178","1417","9","2","246865","20","116.807","313.043","12.3","38.9833","23.66","0","0","0","0","25","0.714","313.043","0","25",NULL,"0.714","12.3",NULL,"9","2","20"
"1179","1417","9","2","281929","20","116.807","313.043","12.3","38.9833","23.66","0","0","0","0","25","0.714","313.043","0","25",NULL,"0.714","12.3",NULL,"9","2","20"
"1180","1417","9","2","316993","20","116.807","313.043","12.3","38.9833","23.66","0","0","0","0","25","0.714","313.043","0","25",NULL,"0.714","12.3",NULL,"9","2","20"
"1181","1417","9","6","1417","20","6.616","17.731","12.3","38.9833","23.66","0","0","0","0","25","0.714","17.731","0","25",NULL,"0.714","12.3",NULL,"9","0","20"
"1182","1417","9","6","36481","20","6.616","17.731","12.3","38.9833","23.66","0","0","0","0","25","0.714","17.731","0","25",NULL,"0.714","12.3",NULL,"9","0","20"
"1183","1417","9","6","71545","20","6.616","17.731","12.3","38.9833","23.66","0","0","0","0","25","0.714","17.731","0","25",NULL,"0.714","12.3",NULL,"9","0","20"
"1184","1417","9","6","106609","20","6.616","17.731","12.3","38.9833","23.66","0","0","0","0","25","0.714","17.731","0","25",NULL,"0.714","12.3",NULL,"9","0","20"
"1185","1417","9","6","141673","20","6.616","17.731","12.3","38.9833","23.66","0","0","0","0","25","0.714","17.731","0","25",NULL,"0.714","12.3",NULL,"9","0","20"
"1186","1417","9","6","176737","20","6.616","17.731","12.3","38.9833","23.66","0","0","0","0","25","0.714","17.731","0","25",NULL,"0.714","12.3",NULL,"9","0","20"
"1187","1417","9","6","211801","20","6.616","17.731","12.3","38.9833","23.66","0","0","0","0","25","0.714","17.731","0","25",NULL,"0.714","12.3",NULL,"9","0","20"
"1188","1417","9","6","246865","20","6.616","17.731","12.3","38.9833","23.66","0","0","0","0","25","0.714","17.731","0","25",NULL,"0.714","12.3",NULL,"9","0","20"
"1189","1417","9","6","281929","20","6.616","17.731","12.3","38.9833","23.66","0","0","0","0","25","0.714","17.731","0","25",NULL,"0.714","12.3",NULL,"9","0","20"
"1190","1417","9","6","316993","20","6.616","17.731","12.3","38.9833","23.66","0","0","0","0","25","0.714","17.731","0","25",NULL,"0.714","12.3",NULL,"9","0","20"
"1191","1417","9","3","1417","20","52.9907","2.65","12.3","38.9833","23.66","0","0","0","0","25","0.714","2.65","0","25",NULL,"0.714","12.3",NULL,"9","3","20"
"1192","1417","9","3","36481","20","52.9907","2.65","12.3","38.9833","23.66","0","0","0","0","25","0.714","2.65","0","25",NULL,"0.714","12.3",NULL,"9","3","20"
"1193","1417","9","3","71545","20","52.9907","2.65","12.3","38.9833","23.66","0","0","0","0","25","0.714","2.65","0","25",NULL,"0.714","12.3",NULL,"9","3","20"
"1194","1417","9","3","106609","20","52.9907","2.65","12.3","38.9833","23.66","0","0","0","0","25","0.714","2.65","0","25",NULL,"0.714","12.3",NULL,"9","3","20"
"1195","1417","9","3","141673","20","52.9907","2.65","12.3","38.9833","23.66","0","0","0","0","25","0.714","2.65","0","25",NULL,"0.714","12.3",NULL,"9","3","20"
"1196","1417","9","3","176737","20","52.9907","2.65","12.3","38.9833","23.66","0","0","0","0","25","0.714","2.65","0","25",NULL,"0.714","12.3",NULL,"9","3","20"
"1197","1417","9","3","211801","20","52.9907","2.65","12.3","38.9833","23.66","0","0","0","0","25","0.714","2.65","0","25",NULL,"0.714","12.3",NULL,"9","3","20"
"1198","1417","9","3","246865","20","52.9907","2.65","12.3","38.9833","23.66","0","0","0","0","25","0.714","2.65","0","25",NULL,"0.714","12.3",NULL,"9","3","20"
"1199","1417","9","3","281929","20","52.9907","2.65","12.3","38.9833","23.66","0","0","0","0","25","0.714","2.65","0","25",NULL,"0.714","12.3",NULL,"9","3","20"
"1200","1417","9","3","316993","20","52.9907","2.65","12.3","38.9833","23.66","0","0","0","0","25","0.714","2.65","0","25",NULL,"0.714","12.3",NULL,"9","3","20"
"1201","1417","9","5","1417","20","41.129","2.056","12.3","38.9833","23.66","0","0","0","0","25","0.714","2.056","0","25",NULL,"0.714","12.3",NULL,"9","5","20"
"1202","1417","9","5","36481","20","41.129","2.056","12.3","38.9833","23.66","0","0","0","0","25","0.714","2.056","0","25",NULL,"0.714","12.3",NULL,"9","5","20"
"1203","1417","9","5","71545","20","41.129","2.056","12.3","38.9833","23.66","0","0","0","0","25","0.714","2.056","0","25",NULL,"0.714","12.3",NULL,"9","5","20"
"1204","1417","9","5","106609","20","41.129","2.056","12.3","38.9833","23.66","0","0","0","0","25","0.714","2.056","0","25",NULL,"0.714","12.3",NULL,"9","5","20"
"1205","1417","9","5","141673","20","41.129","2.056","12.3","38.9833","23.66","0","0","0","0","25","0.714","2.056","0","25",NULL,"0.714","12.3",NULL,"9","5","20"
"1206","1417","9","5","176737","20","41.129","2.056","12.3","38.9833","23.66","0","0","0","0","25","0.714","2.056","0","25",NULL,"0.714","12.3",NULL,"9","5","20"
"1207","1417","9","5","211801","20","41.129","2.056","12.3","38.9833","23.66","0","0","0","0","25","0.714","2.056","0","25",NULL,"0.714","12.3",NULL,"9","5","20"
"1208","1417","9","5","246865","20","41.129","2.056","12.3","38.9833","23.66","0","0","0","0","25","0.714","2.056","0","25",NULL,"0.714","12.3",NULL,"9","5","20"
"1209","1417","9","5","281929","20","41.129","2.056","12.3","38.9833","23.66","0","0","0","0","25","0.714","2.056","0","25",NULL,"0.714","12.3",NULL,"9","5","20"
"1210","1417","9","5","316993","20","41.129","2.056","12.3","38.9833","23.66","0","0","0","0","25","0.714","2.056","0","25",NULL,"0.714","12.3",NULL,"9","5","20"
"1211","1417","10","2","1417","20","133.964","359.024","12.932","30.8983","23.201","0","0","0","0","29","0.906","359.024","0","29","23.201","0.906","12.932","30.8983","10","2","20"
