"fact_mob_sk","time_sk","zone_sk","line_sk","mode_sk","event_sk","stop_sk","weather_sk","annule","charge_estimee","vitesse_kmh","temps_trajet_min","congestion_index","stress_1_5","satisfaction_1_5","bak_vitesse_kmh","bak_temps_trajet_min","bak_stress_1_5","bak_weather_sk"
"1569","14274","10","4","2",NULL,"90",NULL,"0","58","25.04","17.95","2","2","2","25.04","2455","2","0"
"1570","18886","8","3","2",NULL,"60",NULL,"0","0","27.38","17.95","2","3","4","27.38","714","3","0"
"1571","16350","9","13","1",NULL,"17",NULL,"0","48","32.58","19.18","2","2","2","32.58","19.18","2","0"
"1572","11990","3","2","2",NULL,"21",NULL,"0","24","16.42","4.45","3","2","2","16.42","4.45","2","0"
"1573","26552","7","4","5",NULL,"8",NULL,"0","5","27.65","17.95","3","1","3","2444","1781","1","0"
"1574","25842","2","8","5",NULL,"123",NULL,"0","69","27.65","17.95","2","2","3","2529","1499","2","0"
"1575","23434","2","9","3",NULL,"58",NULL,"0","32","32.4","20.75","2","3","3","32.4","20.75","3","0"
"1576","1893","2","14","5",NULL,"168",NULL,"0","45","32.03","15.8","2","2","2","32.03","15.8","2","0"
"1577","11269","4","10","1",NULL,"103",NULL,"0","62","37.7","17.38","1","3","1","37.7","17.38","3","0"
"1578","30577","4","12","2",NULL,"94","135769","0","48","27.65","17.67","2","3","3","3291","17.67","3","135769"
"1579","28621","4","13","3",NULL,"25",NULL,"0","32","25.3","17.95","2","4","3","25.3","2077","4","0"
"1580","486","6","14","1",NULL,"21",NULL,"0","48","27.65","17.95","2","2","3","2912","1705","2","0"
"1581","18018","5","4","1",NULL,"165",NULL,"0","92","27.65","17.95","2","3","1","2571","1297","3","0"
"1582","6384","7","8","2",NULL,"60",NULL,"0","20","27.65","19.7","2","3","4","3041","19.7","3","0"
"1583","28962","2","7","4",NULL,"142",NULL,"0","50","27.65","17.95","3","4","1","2028","1885","4","0"
"1584","10238","3","11","1",NULL,"133",NULL,"0","22","23.22","17.95","3","4","1","23.22","1492","4","0"
"1585","18545","2","14","4",NULL,"26",NULL,"0","46","29.07","17.95","2","5","2","29.07","2000","5","0"
"1586","30020","7","4","5",NULL,"5",NULL,"0","57","27.65","17.95","2","3","2","2735","1318","3","0"
"1587","23611","9","4","2",NULL,"6",NULL,"0","16","27.65","9.94","2","4","3","2858","9.94","4","0"
"1588","26704","7","4","5",NULL,"1",NULL,"0","29","27.65","12.71","3","1","2","1717","12.71","1","0"
"1589","26704","4","4","1",NULL,"1",NULL,"0","29","25.43","10.46","2",NULL,"4","25.43","10.46","0","0"
"1590","6121","7","15","3",NULL,"147","181441","0","58","27.65","10.3","2","2","2","3020","10.3","2","181441"
"1591","32501","6","9","2",NULL,"1",NULL,"0","53","53.68","17.95","1","3","3","53.68","2080","3","0"
"1592","9034","8","12","5",NULL,"77",NULL,"0","48","48.69","18.09","1","3","4","48.69","18.09","3","0"
"1593","1151","10","13","2",NULL,"135",NULL,"0","30","14.19","17.95","4","5","3","14.19","1147","5","0"
"1594","32467","5","10","3",NULL,"64",NULL,"0","58","27.65","17.95","2","2","3","2591","2583","2","0"
"1595","26526","8","15","2",NULL,"57",NULL,"0","68","23.08","17.95","3","2","1","23.08","1656","2","0"
"1596","7305","8","15","3",NULL,"60",NULL,"0","56","27.65","13.29","2","4","2","2944","13.29","4","0"
"1597","20540","9","1","3",NULL,"111",NULL,"0","38","27.65","17.11","1","1","3","3821","17.11","1","0"
"1598","25021","7","14","2",NULL,"82",NULL,"0","51","27.65","17.95","3",NULL,"2","1620","1984","0","0"
"1599","24041","10","8","5",NULL,"156",NULL,"0","50","27.65","17.95","1","3","3","4510","1754","3","0"
"1600","33141","9","9","4",NULL,"70",NULL,"0","46","27.65","17.95","2","2","4","2566","1968","2","0"
"1601","2054","8","2","3",NULL,"42",NULL,"0","29","27.65","22.26","1","2","2","3939","22.26","2","0"
"1602","18519","3","1","3",NULL,"7",NULL,"0","4","27.65","17.95","3","2","2","2079","2728","2","0"
"1603","27585","10","13","3",NULL,"111",NULL,"0","74","11.97","17.95","4","4","1","11.97","1615","4","0"
"1604","27585","1","13","2",NULL,"111",NULL,"0","74","27.65","25.13","2","1","3","3303","25.13","1","0"
"1605","9969","7","12","5",NULL,"119",NULL,"0","28","27.65","17.95","2","3","3","2682","2279","3","0"
"1606","13762","2","5","3",NULL,"178",NULL,"0","88","28.01","17.95","2",NULL,"3","28.01","1553","0","0"
"1607","28460","5","14","4",NULL,"19",NULL,"0","51","38","17.95","1","4","3","38","1807","4","0"
"1608","14770","6","5","5",NULL,"153",NULL,"0","44","24.36","17.95","3","2","2","24.36","1955","2","0"
"1609","3244","8","12","2",NULL,"124",NULL,"0","57","39.68","19.05","1","4","3","39.68","19.05","4","0"
"1610","24608","10","9","3",NULL,"3",NULL,"0","57","24.36","17.95","3","3","4","24.36","1841","3","0"
"1611","4871","5","12","3",NULL,"39",NULL,"0","22","27.65","17.95","2","3","2","2933","1403","3","0"
"1612","30592","1","1","1",NULL,"22",NULL,"0","28","29.45","17.95","2","3","1","29.45","966","3","0"
"1613","26526","8","10","2",NULL,"89",NULL,"0","53","23.08","17.95","3","2","1","23.08","1656","2","0"
"1614","33869","8","9","5",NULL,"72",NULL,"0","59","30.69","17.95","2","2","3","30.69","1532","2","0"
"1615","21655","2","15","3",NULL,"60",NULL,"0","53","22.9","34.62","3","1","4","22.9","34.62","1","0"
"1616","21655","10","15","3",NULL,"60",NULL,"0","53","27.65","17.49","4","3","4","1059","17.49","3","0"
"1617","22790","10","10","2",NULL,"38",NULL,"0","34","43.75","17.95","1","4","3","43.75","2117","4","0"
"1618","31524","1","3","2",NULL,"120",NULL,"0","53","27.65","26.48","2","3","4","3336","26.48","3","0"
"1619","3047","8","4","2",NULL,"160",NULL,"0","70","27.65","16.18","2","3","2","2578","16.18","3","0"
"1620","8181","1","14","5",NULL,"161",NULL,"0","51","27.65","17.95","2","3","2","3405","2024","3","0"
"1621","23348","3","15","2",NULL,"65",NULL,"0","54","27.65","17.95","2","2","3","3025","1236","2","0"
"1622","1497","8","12","2",NULL,"90",NULL,"0","28","27.65","19.45","3","3","1","2333","19.45","3","0"
"1623","16522","10","5","2",NULL,"32",NULL,"0","31","13.26","32.68","4","2","3","13.26","32.68","2","0"
"1624","25842","2","4","5",NULL,"83",NULL,"0","28","27.65","17.95","2","2","3","2529","1499","2","0"
"1625","18310","8","15","3",NULL,"128",NULL,"0","62","27.16","17.95","2","4","2","27.16","1322","4","0"
"1626","8929","6","3","2",NULL,"52","324505","1","32","45.28","17.95","1","1","3","45.28","3214","1","324505"
"1627","19144","4","12","5",NULL,"103",NULL,"0","74","21.93","11.19","3","3","3","21.93","11.19","3","0"
"1628","26449","8","5","4",NULL,"141","271897","0","88","27.65","16.73","2",NULL,"3","3156","16.73","0","271897"
"1629","11917","10","7","4",NULL,"30",NULL,"0","30","27.65","5","1","4","4","3866","-5","4","0"
"1630","13212","3","1","5",NULL,"150",NULL,"0","53","27.65","8.66","3","1","1","2317","8.66","1","0"
"1631","13675","4","8","1",NULL,"60",NULL,"0","58","27.65","17.95","1","3","3","4719","1845","3","0"
"1632","7034","9","14","2",NULL,"128",NULL,"0","67","27.65","17.95","2","2","3","2705","2439","2","0"
"1633","9120","1","8","4",NULL,"30",NULL,"0","0","27.65","17.95","2","3","3","2511","1908","3","0"
"1634","13398","9","1","4",NULL,"59",NULL,"0","52","27.65","14.82","1","4","3","4524","14.82","4","0"
"1635","30927","1","4","4",NULL,"125",NULL,"0","48","27.65","17.95","1","3","1","7033","1813","3","0"
"1636","20760","9","8","2",NULL,"135",NULL,"0","36","27.65","29.86","2","1","3","2736","29.86","1","0"
"1637","4404","8","12","1",NULL,"70",NULL,"0","32","27.65","17.95","2","1","1","3402","1715","1","0"
"1638","16320","1","10","5",NULL,"180",NULL,"0","49","27.65","283","2","3","2","3060","283","3","0"
"1639","27416","10","7","5",NULL,"67",NULL,"1","42","27.65","17.95","3","4","1","2367","1864","4","0"
"1640","1224","2","13","2",NULL,"50",NULL,"1","27","36.31","17.95","1","1","3","36.31","1941","1","0"
"1641","27226","7","12","1",NULL,"81",NULL,"0","33","22.83","17.95","3","2","2","22.83","2263","2","0"
"1642","27226","1","12","2",NULL,"81",NULL,"0","33","27.65","17.95","3","4","3","1584","1850","4","0"
"1643","2686","9","10","3",NULL,"132",NULL,"0","35","27.65","9.98","1","2","4","3964","9.98","2","0"
"1644","20967","6","15","5",NULL,"45",NULL,"0","33","14.05","17.95","4","1","1","14.05","1905","1","0"
"1645","21114","10","8","1",NULL,"46",NULL,"0","80","41.87","23.63","1","1","2","41.87","23.63","1","0"
"1646","16702","6","13","3",NULL,"66",NULL,"0","20","27.65","17.95","3","2","3","2211","1500","2","0"
"1647","18215","9","4","5",NULL,"59",NULL,"0","41","27.65","17.95","2","1","3","3367","1700","1","0"
"1648","16350","9","1","1",NULL,"91",NULL,"0","0","32.58","19.18","2","2","2","32.58","19.18","2","0"
"1649","32169","1","1","3",NULL,"56",NULL,"0","10","17.87","17.95","3","1","4","17.87","2978","1","0"
"1650","12631","4","13","5",NULL,"173",NULL,"0","76","27.65","5","3","2","2","1930","-5","2","0"
"1651","8764","10","5","1",NULL,"126",NULL,"0","37","55.04","17.95","1","2","3","55.04","2178","2","0"
"1652","26898","1","3","4",NULL,"114",NULL,"0","31","27.65","15.48","1","2","1","4574","15.48","2","0"
"1653","11481","8","7","3",NULL,"98",NULL,"0","57","33.18","17.95","2","4","2","33.18","1458","4","0"
"1654","16482","3","12","3",NULL,"65",NULL,"0","37","27.99","17.95","2","2","3","27.99","2219","2","0"
"1655","25997","5","15","1",NULL,"66",NULL,"0","57","22.01","14.58","3","4","3","22.01","14.58","4","0"
"1656","9255","8","3","1",NULL,"56",NULL,"0","30","27.65","23.4","2","2","2","3262","23.4","2","0"
"1657","8062","3","7","1",NULL,"158",NULL,"0","57","24.53","17.95","3","3","2","24.53","1616","3","0"
"1658","28641","8","1","2",NULL,"93",NULL,"0","53","29.8","17.95","2","1","4","29.8","1361","1","0"
"1659","1836","5","5","2",NULL,"133",NULL,"0","56","27.65","17.95","3","3","1","1758","2355","3","0"
"1660","22824","6","10","2",NULL,"55",NULL,"0","34","33.38","17.95","2","4","4","33.38","1208","4","0"
"1661","21240","2","14","3",NULL,"102",NULL,"0","48","27.65","21.76","2","3","4","2836","21.76","3","0"
"1662","28743","8","8","5",NULL,"154",NULL,"0","42","31.09","3.54","2","2","3","31.09","3.54","2","0"
"1663","1836","5","4","2",NULL,"13",NULL,"0","65","27.65","17.95","3","3","1","1758","2355","3","0"
"1664","24083","10","10","2",NULL,"165",NULL,"0","22","28.27","17.95","2","4","2","28.27","1723","4","0"
"1665","12653","8","2","4",NULL,"43",NULL,"0","53","27.65","17.95","1","3","2","3946","1585","3","0"
"1666","28313","1","3","1",NULL,"131",NULL,"0","34","27.65","17.95","2","3","3","2618","1673","3","0"
"1667","13730","9","12","1",NULL,"178",NULL,"0","68","27.65","17.95","3","3","2","2449","995","3","0"
"1668","7374","8","5","4",NULL,"162",NULL,"0","39","29.21","15.17","2","4","2","29.21","15.17","4","0"
"1669","31528","1","4","2",NULL,"84",NULL,"0","3","24.76","17.95","3","3","2","24.76","1423","3","0"
"1670","27873","9","10","2",NULL,"127",NULL,"0","59","14.11","500","4","2","3","14.11","-500","2","0"
"1671","14479","9","14","4",NULL,"82",NULL,"0","30","27.65","19.76","1","4","3","4584","19.76","4","0"
"1672","6056","3","8","1",NULL,"170",NULL,"0","39","27.65","19.16","1","2","1","4146","19.16","2","0"
"1673","32864","10","4","1",NULL,"35",NULL,"0","39","27.99","17.85","2","3","2","27.99","17.85","3","0"
"1674","19359","3","15","2",NULL,"133",NULL,"0","64","27.65","17.95","4","5","3","1197","2189","5","0"
"1675","31492","6","8","3",NULL,"120",NULL,"0","36","27.65","17.95","1","3","2","3928","2608","3","0"
"1676","15561","3","11","3",NULL,"35",NULL,"0","47","33.7","17.95","2","3","3","33.7","2047","3","0"
"1677","391","10","14","1",NULL,"94",NULL,"0","50","29.97","15.98","2","3","2","29.97","15.98","3","0"
"1678","18769","8","2","3",NULL,"59","264217","0","44","27.65","17.95","2","3","2","2723","1691","3","264217"
"1679","10709","9","2","4",NULL,"77",NULL,"0","29","43.09","17.95","1","3","1","43.09","950","3","0"
"1680","29344","3","15","5",NULL,"56",NULL,"0","7","9.46","12.42","4","3","2","9.46","12.42","3","0"
"1681","9498","9","3","5",NULL,"120",NULL,"0","82","27.65","17.95","3","3","2","2127","1401","3","0"
"1682","23400","5","8","5",NULL,"93",NULL,"0","55","31.59","17.95","2","3","1","31.59","1694","3","0"
"1683","13655","3","13","2",NULL,"112",NULL,"0","18","27.65","17.95","2","3","2","3106","1073","3","0"
"1684","7270","8","10","2",NULL,"115",NULL,"0","21","27.11","14.24","2","2","2","27.11","14.24","2","0"
"1685","24226","7","3","2",NULL,"50",NULL,"0","49","27.65","17.95","4","4","3","1346","1867","4","0"
"1686","12118","8","12","1",NULL,"67",NULL,"0","37","27.65","25.09","1","1","1","4809","25.09","1","0"
"1687","544","7","10","3",NULL,"134",NULL,"0","21","27.65","17.21","3","1","2","1819","17.21","1","0"
"1688","4883","8","10","5",NULL,"60",NULL,"0","40","33.05","17.95","2","3","3","33.05","2585","3","0"
"1689","14641","9","3","2",NULL,"175","154897","0","19","0.5","17.95","5","3","4","0.5","2307","3","154897"
"1690","3027","2","2","5",NULL,"23",NULL,"0","53","27.65","17.95","3","3","1","1630","792","3","0"
"1691","26704","7","4","5",NULL,"42",NULL,"0","11","27.65","12.71","3","1","2","1717","12.71","1","0"
"1692","26704","4","4","1",NULL,"42",NULL,"0","11","25.43","10.46","2",NULL,"4","25.43","10.46","0","0"
"1693","21635","2","4","3",NULL,"80",NULL,"0","44","27.65","17.95","2","2","2","2838","940","2","0"
"1694","12774","2","12","5",NULL,"34",NULL,"0","25","46.02","11.42","1","3","3","46.02","11.42","3","0"
"1695","18139","4","4","4",NULL,"48",NULL,"0","46","27.65","22.3","1","3","2","3532","22.3","3","0"
"1696","30835","8","5","5",NULL,"47",NULL,"0","30","36.53","17.95","1","1","1","36.53","1469","1","0"
"1697","25856","6","3","2",NULL,"63",NULL,"0","0","27.65","17.95","4","2","3","1169","1668","2","0"
"1698","27259","2","9","4",NULL,"26",NULL,"0","40","32.94","17.95","2","2","1","32.94","2212","2","0"
"1699","27259","3","9","5",NULL,"26",NULL,"0","40","37.14","15.97","1","4","3","37.14","15.97","4","0"
"1700","17444","7","14","2",NULL,"61",NULL,"0","72","27.65","11.82","3","3","1","1897","11.82","3","0"
"1701","4695","5","7","4",NULL,"84",NULL,"0","63","29.57","35.66","2","2","2","29.57","35.66","2","0"
"1702","5316","8","2","2",NULL,"159",NULL,"0","77","27.65","17.95","3","1","3","2311","1483","1","0"
"1703","9118","9","3","5",NULL,"76",NULL,"0","54","29.87","15.91","2","2","3","29.87","15.91","2","0"
"1704","32990","7","8","3",NULL,"119",NULL,"0","63","27.56","11.6","2","3","3","27.56","11.6","3","0"
"1705","32016","8","5","4",NULL,"78",NULL,"0","37","25.61","16.41","2","4","2","25.61","16.41","4","0"
"1706","33499","1","9","3",NULL,"139",NULL,"0","67","17.18","17.95","3","3","2","17.18","1047","3","0"
"1707","10833","3","11","2",NULL,"30",NULL,"0","84","44.72","13.35","1","4","3","44.72","13.35","4","0"
"1708","4345","8","4","2",NULL,"137","249793","0","65","14.22","13.66","4","3","2","14.22","13.66","3","249793"
"1709","7321","7","13","2",NULL,"68","182641","0","27","27.65","17.95","2","3","3","2555","965","3","182641"
"1710","28456","8","15","2",NULL,"37",NULL,"0","68","17.98","17.51","3","3","3","17.98","17.51","3","0"
"1711","26175","2","10","3",NULL,"101",NULL,"0","17","27.65","17.95","1","2","3","4256","1720","2","0"
"1712","26175","10","10","3",NULL,"101",NULL,"0","17","27.65","17.95","3","1","1","1536","1437","1","0"
"1713","12883","10","10","1",NULL,"130",NULL,"0","36","27.65","15.09","1","3","2","3883","15.09","3","0"
"1714","30355","3","1","3",NULL,"7",NULL,"0","41","27.65","17.95","1","2","1","4082","1264","2","0"
"1715","28177","1","14","4",NULL,"72","28177","0","44","27.65","24.84","2","2","4","2854","24.84","2","28177"
"1716","23626","7","13","1",NULL,"178",NULL,"0","19","16.54","17.95","3","3","3","16.54","1429","3","0"
"1717","18310","8","7","3",NULL,"69",NULL,"0","13","27.16","17.95","2","4","2","27.16","1322","4","0"
"1718","11477","10","7","2",NULL,"97",NULL,"0","81","23.96","17.95","3","3","4","23.96","2015","3","0"
"1719","9291","10","15","2",NULL,"5",NULL,"0","48","27.19","17.95","2","2","2","27.19","1326","2","0"
"1720","23400","5","14","5",NULL,"93",NULL,"0","50","31.59","17.95","2","3","1","31.59","1694","3","0"
"1721","13846","3","11","4",NULL,"74",NULL,"0","57","27.65","14.75","2","2","1","3142","14.75","2","0"
"1722","18158","3","15","2",NULL,"81",NULL,"0","60","27.65","17.95","2","2","2","2733","1565","2","0"
"1723","12329","2","14","1",NULL,"49",NULL,"1","50","9.01","17.95","4","2","2","9.01","2282","2","0"
"1724","12013","2","11","2",NULL,"171",NULL,"0","72","27.84","17.95","2","2","3","27.84","1407","2","0"
"1725","27887","9","14","3",NULL,"70",NULL,"0","53","40.96","18.59","1","5","1","40.96","18.59","5","0"
"1726","11363","1","4","1",NULL,"69",NULL,"0","52","27.65","17.95","3","4","4","1927","1238","4","0"
"1727","20596","2","14","3",NULL,"127",NULL,"0","69","27.65","10.84","4","2","1","978","10.84","2","0"
"1728","30372","2","12","1",NULL,"115",NULL,"0","33","27.65","29.72","2","3","2","3367","29.72","3","0"
"1729","30020","7","5","5",NULL,"14",NULL,"0","13","27.65","17.95","2","3","2","2735","1318","3","0"
"1730","34679","8","5","5",NULL,"117",NULL,"0","24","35.79","21.8","1","3","2","35.79","21.8","3","0"
"1731","5316","8","4","2",NULL,"29",NULL,"0","39","27.65","17.95","3","1","3","2311","1483","1","0"
"1732","23955","6","7","3",NULL,"33",NULL,"0","50","27.65","17.95","2","1","3","2879","2429","1","0"
"1733","34113","8","10","3",NULL,"176",NULL,"0","12","28.19","17.95","2","4","3","28.19","1656","4","0"
"1734","734","5","11","1",NULL,"164",NULL,"0","46","27.65","17.95","2","3","2","2988","1443","3","0"
"1735","4520","10","13","2",NULL,"42",NULL,"0","49","36.42","500","1","2","1","36.42","-500","2","0"
"1736","18359","2","15","5",NULL,"104",NULL,"0","23","21.36","17.95","3","4","2","21.36","1061","4","0"
"1737","20283","10","8","5",NULL,"11",NULL,"0","26","9.21","23.09","4","1","2","9.21","23.09","1","0"
"1738","30347","9","5","3",NULL,"82",NULL,"0","55","27.65","17.95","3","3","3","1926","1933","3","0"
"1739","26338","9","12","1",NULL,"92",NULL,"0","40","27.65","11.63","1","2","2","3855","11.63","2","0"
"1740","31470","6","1","3",NULL,"139",NULL,"0","35","21.57","11.59","3","4","2","21.57","11.59","4","0"
"1741","3179","5","4","3",NULL,"102",NULL,"0","60","13.3","20.39","4",NULL,"4","13.3","20.39","0","0"
"1742","21234","9","5","2",NULL,"172",NULL,"0","63","6.43","18.17","4","2","3","6.43","18.17","2","0"
"1743","29044","3","13","2",NULL,"21",NULL,"0","49","27.65","17.95","2","3","3","2946","2065","3","0"
"1744","1629","3","5","3",NULL,"46",NULL,"0","40","30.37","21.37","2","3","2","30.37","21.37","3","0"
"1745","32484","9","2","5",NULL,"43",NULL,"0","0","29.37","17.95","2","3","2","29.37","996","3","0"
"1746","30221","10","4","4",NULL,"47",NULL,"0","32","27.65","17.95","4","4","5","1480","1716","4","0"
"1747","32087","4","3","4",NULL,"161",NULL,"0","24","19.12","11.08","3","1","4","19.12","11.08","1","0"
"1748","7915","9","10","3",NULL,"108",NULL,"1","65","27.65","17.95","1","2","3","3641","1743","2","0"
"1749","6428","7","14","1",NULL,"15",NULL,"0","63","21.74","17.95","3","2","3","21.74","967","2","0"
"1750","28780","8","12","3",NULL,"25",NULL,"0","46","27.65","15.41","1","1","3","3880","15.41","1","0"
"1751","5739","9","5","1",NULL,"133",NULL,"0","28","34.99","17.95","2","2","4","34.99","851","2","0"
"1752","30585","5","9","3",NULL,"154",NULL,"0","40","27.54","24.61","2","4","3","27.54","24.61","4","0"
"1753","898","7","11","3",NULL,"110",NULL,"0","16","27.65","18.28","2","3","4","2753","18.28","3","0"
"1754","19396","6","3","5",NULL,"72",NULL,"0","40","27.65","25.64","2","3","2","3049","25.64","3","0"
"1755","3363","4","8","2",NULL,"87",NULL,"0","59","27.65","15.38","3","2","4","2246","15.38","2","0"
"1756","29974","4","1","3",NULL,"36",NULL,"0","65","27.65","17.95","1","2","2","3819","1840","2","0"
"1757","16202","5","14","2",NULL,"135",NULL,"0","64","15.49","16.39","3","1","5","15.49","16.39","1","0"
